letter,startPosition,endPosition,timing,direction,blueMotionType,blueRotationDirection,blueSkewDir,blueStartLocation,blueEndLocation,redMotionType,redRotationDirection,redSkewDir,redStartLocation,redEndLocation,category
U,gamma10,gamma9,quarter,same,anti,cw,+,se,e,pro,ccw,+,ne,n,2
U,gamma10,alpha7,quarter,same,anti,cw,+,se,e,pro,ccw,-,ne,w,2
U,gamma10,beta1,quarter,same,anti,cw,-,se,n,pro,ccw,+,ne,n,2
U,gamma10,gamma15,quarter,same,anti,cw,-,se,n,pro,ccw,-,ne,w,2
U,gamma12,alpha1,quarter,same,anti,cw,+,sw,s,pro,ccw,+,se,n,2
U,gamma12,gamma7,quarter,same,anti,cw,+,sw,s,pro,ccw,-,se,w,2
U,gamma12,gamma9,quarter,same,anti,cw,-,sw,e,pro,ccw,+,se,n,2
U,gamma12,alpha7,quarter,same,anti,cw,-,sw,e,pro,ccw,-,se,w,2
U,gamma14,gamma1,quarter,same,anti,cw,+,nw,w,pro,ccw,+,sw,n,2
U,gamma14,beta7,quarter,same,anti,cw,+,nw,w,pro,ccw,-,sw,w,2
U,gamma14,alpha1,quarter,same,anti,cw,-,nw,s,pro,ccw,+,sw,n,2
U,gamma14,gamma7,quarter,same,anti,cw,-,nw,s,pro,ccw,-,sw,w,2
U,gamma16,beta1,quarter,same,anti,cw,+,ne,n,pro,ccw,+,nw,n,2
U,gamma16,gamma15,quarter,same,anti,cw,+,ne,n,pro,ccw,-,nw,w,2
U,gamma16,gamma1,quarter,same,anti,cw,-,ne,w,pro,ccw,+,nw,n,2
U,gamma16,beta7,quarter,same,anti,cw,-,ne,w,pro,ccw,-,nw,w,2
V,gamma2,gamma1,quarter,same,anti,cw,+,nw,w,pro,ccw,+,ne,n,2
V,gamma2,beta7,quarter,same,anti,cw,+,nw,w,pro,ccw,-,ne,w,2
V,gamma2,alpha1,quarter,same,anti,cw,-,nw,s,pro,ccw,+,ne,n,2
V,gamma2,gamma7,quarter,same,anti,cw,-,nw,s,pro,ccw,-,ne,w,2
V,gamma8,alpha1,quarter,same,anti,cw,+,sw,s,pro,ccw,+,nw,n,2
V,gamma8,gamma7,quarter,same,anti,cw,+,sw,s,pro,ccw,-,nw,w,2
V,gamma8,gamma9,quarter,same,anti,cw,-,sw,e,pro,ccw,+,nw,n,2
V,gamma8,alpha7,quarter,same,anti,cw,-,sw,e,pro,ccw,-,nw,w,2
V,gamma6,gamma9,quarter,same,anti,cw,+,se,e,pro,ccw,+,sw,n,2
V,gamma6,alpha7,quarter,same,anti,cw,+,se,e,pro,ccw,-,sw,w,2
V,gamma6,beta1,quarter,same,anti,cw,-,se,n,pro,ccw,+,sw,n,2
V,gamma6,gamma15,quarter,same,anti,cw,-,se,n,pro,ccw,-,sw,w,2
V,gamma4,beta1,quarter,same,anti,cw,+,ne,n,pro,ccw,+,se,n,2
V,gamma4,gamma15,quarter,same,anti,cw,+,ne,n,pro,ccw,-,se,w,2
V,gamma4,gamma1,quarter,same,anti,cw,-,ne,w,pro,ccw,+,se,n,2
V,gamma4,beta7,quarter,same,anti,cw,-,ne,w,pro,ccw,-,se,w,2
V,gamma2,gamma9,quarter,same,pro,cw,+,nw,e,anti,ccw,+,ne,n,2
V,gamma2,alpha7,quarter,same,pro,cw,+,nw,e,anti,ccw,-,ne,w,2
V,gamma2,beta1,quarter,same,pro,cw,-,nw,n,anti,ccw,+,ne,n,2
V,gamma2,gamma15,quarter,same,pro,cw,-,nw,n,anti,ccw,-,ne,w,2
V,gamma4,alpha1,quarter,same,pro,cw,+,ne,s,anti,ccw,+,se,n,2
V,gamma4,gamma7,quarter,same,pro,cw,+,ne,s,anti,ccw,-,se,w,2
V,gamma4,gamma9,quarter,same,pro,cw,-,ne,e,anti,ccw,+,se,n,2
V,gamma4,alpha7,quarter,same,pro,cw,-,ne,e,anti,ccw,-,se,w,2
V,gamma6,gamma1,quarter,same,pro,cw,+,se,w,anti,ccw,+,sw,n,2
V,gamma6,beta7,quarter,same,pro,cw,+,se,w,anti,ccw,-,sw,w,2
V,gamma6,alpha1,quarter,same,pro,cw,-,se,s,anti,ccw,+,sw,n,2
V,gamma6,gamma7,quarter,same,pro,cw,-,se,s,anti,ccw,-,sw,w,2
V,gamma8,beta1,quarter,same,pro,cw,+,sw,n,anti,ccw,+,nw,n,2
V,gamma8,gamma15,quarter,same,pro,cw,+,sw,n,anti,ccw,-,nw,w,2
V,gamma8,gamma1,quarter,same,pro,cw,-,sw,w,anti,ccw,+,nw,n,2
V,gamma8,beta7,quarter,same,pro,cw,-,sw,w,anti,ccw,-,nw,w,2
V,gamma10,gamma1,quarter,same,anti,ccw,+,se,w,pro,cw,+,ne,n,2
V,gamma10,beta7,quarter,same,anti,ccw,+,se,w,pro,cw,-,ne,w,2
V,gamma10,alpha1,quarter,same,anti,ccw,-,se,s,pro,cw,+,ne,n,2
V,gamma10,gamma7,quarter,same,anti,ccw,-,se,s,pro,cw,-,ne,w,2
V,gamma12,beta1,quarter,same,anti,ccw,+,sw,n,pro,cw,+,se,n,2
V,gamma12,gamma15,quarter,same,anti,ccw,+,sw,n,pro,cw,-,se,w,2
V,gamma12,gamma1,quarter,same,anti,ccw,-,sw,w,pro,cw,+,se,n,2
V,gamma12,beta7,quarter,same,anti,ccw,-,sw,w,pro,cw,-,se,w,2
V,gamma14,gamma9,quarter,same,anti,ccw,+,nw,e,pro,cw,+,sw,n,2
V,gamma14,alpha7,quarter,same,anti,ccw,+,nw,e,pro,cw,-,sw,w,2
V,gamma14,beta1,quarter,same,anti,ccw,-,nw,n,pro,cw,+,sw,n,2
V,gamma14,gamma15,quarter,same,anti,ccw,-,nw,n,pro,cw,-,sw,w,2
V,gamma16,alpha1,quarter,same,anti,ccw,+,ne,s,pro,cw,+,nw,n,2
V,gamma16,gamma7,quarter,same,anti,ccw,+,ne,s,pro,cw,-,nw,w,2
V,gamma16,gamma9,quarter,same,anti,ccw,-,ne,e,pro,cw,+,nw,n,2
V,gamma16,alpha7,quarter,same,anti,ccw,-,ne,e,pro,cw,-,nw,w,2
V,gamma10,gamma9,quarter,same,pro,ccw,+,se,e,anti,cw,+,ne,n,2
V,gamma10,alpha7,quarter,same,pro,ccw,+,se,e,anti,cw,-,ne,w,2
V,gamma10,beta1,quarter,same,pro,ccw,-,se,n,anti,cw,+,ne,n,2
V,gamma10,gamma15,quarter,same,pro,ccw,-,se,n,anti,cw,-,ne,w,2
V,gamma12,alpha1,quarter,same,pro,ccw,+,sw,s,anti,cw,+,se,n,2
V,gamma12,gamma7,quarter,same,pro,ccw,+,sw,s,anti,cw,-,se,w,2
V,gamma12,gamma9,quarter,same,pro,ccw,-,sw,e,anti,cw,+,se,n,2
V,gamma12,alpha7,quarter,same,pro,ccw,-,sw,e,anti,cw,-,se,w,2
V,gamma14,gamma1,quarter,same,pro,ccw,+,nw,w,anti,cw,+,sw,n,2
V,gamma14,beta7,quarter,same,pro,ccw,+,nw,w,anti,cw,-,sw,w,2
V,gamma14,alpha1,quarter,same,pro,ccw,-,nw,s,anti,cw,+,sw,n,2
V,gamma14,gamma7,quarter,same,pro,ccw,-,nw,s,anti,cw,-,sw,w,2
V,gamma16,beta1,quarter,same,pro,ccw,+,ne,n,anti,cw,+,nw,n,2
V,gamma16,gamma15,quarter,same,pro,ccw,+,ne,n,anti,cw,-,nw,w,2
V,gamma16,gamma1,quarter,same,pro,ccw,-,ne,w,anti,cw,+,nw,n,2
V,gamma16,beta7,quarter,same,pro,ccw,-,ne,w,anti,cw,-,nw,w,2
W,gamma2,eta1,none,none,static,noRotation,,nw,nw,pro,cw,+,ne,n,1
W,gamma2,eta15,none,none,static,noRotation,,nw,nw,pro,cw,-,ne,w,1
W,gamma4,eta9,none,none,static,noRotation,,ne,ne,pro,cw,+,se,n,1
W,gamma4,zeta15,none,none,static,noRotation,,ne,ne,pro,cw,-,se,w,1
W,gamma6,zeta9,none,none,static,noRotation,,se,se,pro,cw,+,sw,n,1
W,gamma6,zeta7,none,none,static,noRotation,,se,se,pro,cw,-,sw,w,1
W,gamma8,zeta1,none,none,static,noRotation,,sw,sw,pro,cw,+,nw,n,1
W,gamma8,eta7,none,none,static,noRotation,,sw,sw,pro,cw,-,nw,w,1
W,gamma10,zeta9,none,none,static,noRotation,,se,se,pro,ccw,+,ne,n,1
W,gamma10,zeta7,none,none,static,noRotation,,se,se,pro,ccw,-,ne,w,1
W,gamma12,zeta1,none,none,static,noRotation,,sw,sw,pro,ccw,+,se,n,1
W,gamma12,eta7,none,none,static,noRotation,,sw,sw,pro,ccw,-,se,w,1
W,gamma14,eta1,none,none,static,noRotation,,nw,nw,pro,ccw,+,sw,n,1
W,gamma14,eta15,none,none,static,noRotation,,nw,nw,pro,ccw,-,sw,w,1
W,gamma16,eta9,none,none,static,noRotation,,ne,ne,pro,ccw,+,nw,n,1
W,gamma16,zeta15,none,none,static,noRotation,,ne,ne,pro,ccw,-,nw,w,1
X,gamma2,eta1,none,none,static,noRotation,,nw,nw,anti,ccw,+,ne,n,1
X,gamma2,eta15,none,none,static,noRotation,,nw,nw,anti,ccw,-,ne,w,1
X,gamma4,eta9,none,none,static,noRotation,,ne,ne,anti,ccw,+,se,n,1
X,gamma4,zeta15,none,none,static,noRotation,,ne,ne,anti,ccw,-,se,w,1
X,gamma6,zeta9,none,none,static,noRotation,,se,se,anti,ccw,+,sw,n,1
X,gamma6,zeta7,none,none,static,noRotation,,se,se,anti,ccw,-,sw,w,1
X,gamma8,zeta1,none,none,static,noRotation,,sw,sw,anti,ccw,+,nw,n,1
X,gamma8,eta7,none,none,static,noRotation,,sw,sw,anti,ccw,-,nw,w,1
X,gamma10,zeta9,none,none,static,noRotation,,se,se,anti,cw,+,ne,n,1
X,gamma10,zeta7,none,none,static,noRotation,,se,se,anti,cw,-,ne,w,1
X,gamma12,zeta1,none,none,static,noRotation,,sw,sw,anti,cw,+,se,n,1
X,gamma12,eta7,none,none,static,noRotation,,sw,sw,anti,cw,-,se,w,1
X,gamma14,eta1,none,none,static,noRotation,,nw,nw,anti,cw,+,sw,n,1
X,gamma14,eta15,none,none,static,noRotation,,nw,nw,anti,cw,-,sw,w,1
X,gamma16,eta9,none,none,static,noRotation,,ne,ne,anti,cw,+,nw,n,1
X,gamma16,zeta15,none,none,static,noRotation,,ne,ne,anti,cw,-,nw,w,1
Y,gamma2,eta1,none,none,static,noRotation,,nw,nw,pro,ccw,+,ne,n,1
Y,gamma2,eta15,none,none,static,noRotation,,nw,nw,pro,ccw,-,ne,w,1
Y,gamma4,eta9,none,none,static,noRotation,,ne,ne,pro,ccw,+,se,n,1
Y,gamma4,zeta15,none,none,static,noRotation,,ne,ne,pro,ccw,-,se,w,1
Y,gamma6,zeta9,none,none,static,noRotation,,se,se,pro,ccw,+,sw,n,1
Y,gamma6,zeta7,none,none,static,noRotation,,se,se,pro,ccw,-,sw,w,1
Y,gamma8,zeta1,none,none,static,noRotation,,sw,sw,pro,ccw,+,nw,n,1
Y,gamma8,eta7,none,none,static,noRotation,,sw,sw,pro,ccw,-,nw,w,1
Y,gamma10,zeta9,none,none,static,noRotation,,se,se,pro,cw,+,ne,n,1
Y,gamma10,zeta7,none,none,static,noRotation,,se,se,pro,cw,-,ne,w,1
Y,gamma12,zeta1,none,none,static,noRotation,,sw,sw,pro,cw,+,se,n,1
Y,gamma12,eta7,none,none,static,noRotation,,sw,sw,pro,cw,-,se,w,1
Y,gamma14,eta1,none,none,static,noRotation,,nw,nw,pro,cw,+,sw,n,1
Y,gamma14,eta15,none,none,static,noRotation,,nw,nw,pro,cw,-,sw,w,1
Y,gamma16,eta9,none,none,static,noRotation,,ne,ne,pro,cw,+,nw,n,1
Y,gamma16,zeta15,none,none,static,noRotation,,ne,ne,pro,cw,-,nw,w,1
Z,gamma2,eta1,none,none,static,noRotation,,nw,nw,anti,cw,+,ne,n,1
Z,gamma2,eta15,none,none,static,noRotation,,nw,nw,anti,cw,-,ne,w,1
Z,gamma4,eta9,none,none,static,noRotation,,ne,ne,anti,cw,+,se,n,1
Z,gamma4,zeta15,none,none,static,noRotation,,ne,ne,anti,cw,-,se,w,1
Z,gamma6,zeta9,none,none,static,noRotation,,se,se,anti,cw,+,sw,n,1
Z,gamma6,zeta7,none,none,static,noRotation,,se,se,anti,cw,-,sw,w,1
Z,gamma8,zeta1,none,none,static,noRotation,,sw,sw,anti,cw,+,nw,n,1
Z,gamma8,eta7,none,none,static,noRotation,,sw,sw,anti,cw,-,nw,w,1
Z,gamma10,zeta9,none,none,static,noRotation,,se,se,anti,ccw,+,ne,n,1
Z,gamma10,zeta7,none,none,static,noRotation,,se,se,anti,ccw,-,ne,w,1
Z,gamma12,zeta1,none,none,static,noRotation,,sw,sw,anti,ccw,+,se,n,1
Z,gamma12,eta7,none,none,static,noRotation,,sw,sw,anti,ccw,-,se,w,1
Z,gamma14,eta1,none,none,static,noRotation,,nw,nw,anti,ccw,+,sw,n,1
Z,gamma14,eta15,none,none,static,noRotation,,nw,nw,anti,ccw,-,sw,w,1
Z,gamma16,eta9,none,none,static,noRotation,,ne,ne,anti,ccw,+,nw,n,1
Z,gamma16,zeta15,none,none,static,noRotation,,ne,ne,anti,ccw,-,nw,w,1
Σ,alpha2,zeta1,none,none,static,noRotation,,sw,sw,pro,cw,+,ne,n,1
Σ,alpha2,eta7,none,none,static,noRotation,,sw,sw,pro,cw,-,ne,w,1
Σ,alpha4,eta1,none,none,static,noRotation,,nw,nw,pro,cw,+,se,n,1
Σ,alpha4,eta15,none,none,static,noRotation,,nw,nw,pro,cw,-,se,w,1
Σ,alpha6,eta9,none,none,static,noRotation,,ne,ne,pro,cw,+,sw,n,1
Σ,alpha6,zeta15,none,none,static,noRotation,,ne,ne,pro,cw,-,sw,w,1
Σ,alpha8,zeta9,none,none,static,noRotation,,se,se,pro,cw,+,nw,n,1
Σ,alpha8,zeta7,none,none,static,noRotation,,se,se,pro,cw,-,nw,w,1
Σ,alpha2,zeta1,none,none,static,noRotation,,sw,sw,pro,ccw,+,ne,n,1
Σ,alpha2,eta7,none,none,static,noRotation,,sw,sw,pro,ccw,-,ne,w,1
Σ,alpha4,eta1,none,none,static,noRotation,,nw,nw,pro,ccw,+,se,n,1
Σ,alpha4,eta15,none,none,static,noRotation,,nw,nw,pro,ccw,-,se,w,1
Σ,alpha6,eta9,none,none,static,noRotation,,ne,ne,pro,ccw,+,sw,n,1
Σ,alpha6,zeta15,none,none,static,noRotation,,ne,ne,pro,ccw,-,sw,w,1
Σ,alpha8,zeta9,none,none,static,noRotation,,se,se,pro,ccw,+,nw,n,1
Σ,alpha8,zeta7,none,none,static,noRotation,,se,se,pro,ccw,-,nw,w,1
Δ,alpha2,zeta1,none,none,static,noRotation,,sw,sw,anti,ccw,+,ne,n,1
Δ,alpha2,eta7,none,none,static,noRotation,,sw,sw,anti,ccw,-,ne,w,1
Δ,alpha4,eta1,none,none,static,noRotation,,nw,nw,anti,ccw,+,se,n,1
Δ,alpha4,eta15,none,none,static,noRotation,,nw,nw,anti,ccw,-,se,w,1
Δ,alpha6,eta9,none,none,static,noRotation,,ne,ne,anti,ccw,+,sw,n,1
Δ,alpha6,zeta15,none,none,static,noRotation,,ne,ne,anti,ccw,-,sw,w,1
Δ,alpha8,zeta9,none,none,static,noRotation,,se,se,anti,ccw,+,nw,n,1
Δ,alpha8,zeta7,none,none,static,noRotation,,se,se,anti,ccw,-,nw,w,1
Δ,alpha2,zeta1,none,none,static,noRotation,,sw,sw,anti,cw,+,ne,n,1
Δ,alpha2,eta7,none,none,static,noRotation,,sw,sw,anti,cw,-,ne,w,1
Δ,alpha4,eta1,none,none,static,noRotation,,nw,nw,anti,cw,+,se,n,1
Δ,alpha4,eta15,none,none,static,noRotation,,nw,nw,anti,cw,-,se,w,1
Δ,alpha6,eta9,none,none,static,noRotation,,ne,ne,anti,cw,+,sw,n,1
Δ,alpha6,zeta15,none,none,static,noRotation,,ne,ne,anti,cw,-,sw,w,1
Δ,alpha8,zeta9,none,none,static,noRotation,,se,se,anti,cw,+,nw,n,1
Δ,alpha8,zeta7,none,none,static,noRotation,,se,se,anti,cw,-,nw,w,1
Θ,beta2,eta9,none,none,static,noRotation,,ne,ne,pro,cw,+,ne,n,1
Θ,beta2,zeta15,none,none,static,noRotation,,ne,ne,pro,cw,-,ne,w,1
Θ,beta4,zeta9,none,none,static,noRotation,,se,se,pro,cw,+,se,n,1
Θ,beta4,zeta7,none,none,static,noRotation,,se,se,pro,cw,-,se,w,1
Θ,beta6,zeta1,none,none,static,noRotation,,sw,sw,pro,cw,+,sw,n,1
Θ,beta6,eta7,none,none,static,noRotation,,sw,sw,pro,cw,-,sw,w,1
Θ,beta8,eta1,none,none,static,noRotation,,nw,nw,pro,cw,+,nw,n,1
Θ,beta8,eta15,none,none,static,noRotation,,nw,nw,pro,cw,-,nw,w,1
Θ,beta2,eta9,none,none,static,noRotation,,ne,ne,pro,ccw,+,ne,n,1
Θ,beta2,zeta15,none,none,static,noRotation,,ne,ne,pro,ccw,-,ne,w,1
Θ,beta4,zeta9,none,none,static,noRotation,,se,se,pro,ccw,+,se,n,1
Θ,beta4,zeta7,none,none,static,noRotation,,se,se,pro,ccw,-,se,w,1
Θ,beta6,zeta1,none,none,static,noRotation,,sw,sw,pro,ccw,+,sw,n,1
Θ,beta6,eta7,none,none,static,noRotation,,sw,sw,pro,ccw,-,sw,w,1
Θ,beta8,eta1,none,none,static,noRotation,,nw,nw,pro,ccw,+,nw,n,1
Θ,beta8,eta15,none,none,static,noRotation,,nw,nw,pro,ccw,-,nw,w,1
Ω,beta2,eta9,none,none,static,noRotation,,ne,ne,anti,ccw,+,ne,n,1
Ω,beta2,zeta15,none,none,static,noRotation,,ne,ne,anti,ccw,-,ne,w,1
Ω,beta4,zeta9,none,none,static,noRotation,,se,se,anti,ccw,+,se,n,1
Ω,beta4,zeta7,none,none,static,noRotation,,se,se,anti,ccw,-,se,w,1
Ω,beta6,zeta1,none,none,static,noRotation,,sw,sw,anti,ccw,+,sw,n,1
Ω,beta6,eta7,none,none,static,noRotation,,sw,sw,anti,ccw,-,sw,w,1
Ω,beta8,eta1,none,none,static,noRotation,,nw,nw,anti,ccw,+,nw,n,1
Ω,beta8,eta15,none,none,static,noRotation,,nw,nw,anti,ccw,-,nw,w,1
Ω,beta2,eta9,none,none,static,noRotation,,ne,ne,anti,cw,+,ne,n,1
Ω,beta2,zeta15,none,none,static,noRotation,,ne,ne,anti,cw,-,ne,w,1
Ω,beta4,zeta9,none,none,static,noRotation,,se,se,anti,cw,+,se,n,1
Ω,beta4,zeta7,none,none,static,noRotation,,se,se,anti,cw,-,se,w,1
Ω,beta6,zeta1,none,none,static,noRotation,,sw,sw,anti,cw,+,sw,n,1
Ω,beta6,eta7,none,none,static,noRotation,,sw,sw,anti,cw,-,sw,w,1
Ω,beta8,eta1,none,none,static,noRotation,,nw,nw,anti,cw,+,nw,n,1
Ω,beta8,eta15,none,none,static,noRotation,,nw,nw,anti,cw,-,nw,w,1
W-,gamma2,zeta9,none,none,dash,noRotation,,nw,se,pro,ccw,+,ne,n,1
W-,gamma2,zeta7,none,none,dash,noRotation,,nw,se,pro,ccw,-,ne,w,1
W-,gamma4,zeta1,none,none,dash,noRotation,,ne,sw,pro,ccw,+,se,n,1
W-,gamma4,eta7,none,none,dash,noRotation,,ne,sw,pro,ccw,-,se,w,1
W-,gamma6,eta1,none,none,dash,noRotation,,se,nw,pro,ccw,+,sw,n,1
W-,gamma6,eta15,none,none,dash,noRotation,,se,nw,pro,ccw,-,sw,w,1
W-,gamma8,eta9,none,none,dash,noRotation,,sw,ne,pro,ccw,+,nw,n,1
W-,gamma8,zeta15,none,none,dash,noRotation,,sw,ne,pro,ccw,-,nw,w,1
W-,gamma10,eta1,none,none,dash,noRotation,,se,nw,pro,cw,+,ne,n,1
W-,gamma10,eta15,none,none,dash,noRotation,,se,nw,pro,cw,-,ne,w,1
W-,gamma12,eta9,none,none,dash,noRotation,,sw,ne,pro,cw,+,se,n,1
W-,gamma12,zeta15,none,none,dash,noRotation,,sw,ne,pro,cw,-,se,w,1
W-,gamma14,zeta9,none,none,dash,noRotation,,nw,se,pro,cw,+,sw,n,1
W-,gamma14,zeta7,none,none,dash,noRotation,,nw,se,pro,cw,-,sw,w,1
W-,gamma16,zeta1,none,none,dash,noRotation,,ne,sw,pro,cw,+,nw,n,1
W-,gamma16,eta7,none,none,dash,noRotation,,ne,sw,pro,cw,-,nw,w,1
X-,gamma2,zeta9,none,none,dash,noRotation,,nw,se,anti,cw,+,ne,n,1
X-,gamma2,zeta7,none,none,dash,noRotation,,nw,se,anti,cw,-,ne,w,1
X-,gamma4,zeta1,none,none,dash,noRotation,,ne,sw,anti,cw,+,se,n,1
X-,gamma4,eta7,none,none,dash,noRotation,,ne,sw,anti,cw,-,se,w,1
X-,gamma6,eta1,none,none,dash,noRotation,,se,nw,anti,cw,+,sw,n,1
X-,gamma6,eta15,none,none,dash,noRotation,,se,nw,anti,cw,-,sw,w,1
X-,gamma8,eta9,none,none,dash,noRotation,,sw,ne,anti,cw,+,nw,n,1
X-,gamma8,zeta15,none,none,dash,noRotation,,sw,ne,anti,cw,-,nw,w,1
X-,gamma10,eta1,none,none,dash,noRotation,,se,nw,anti,ccw,+,ne,n,1
X-,gamma10,eta15,none,none,dash,noRotation,,se,nw,anti,ccw,-,ne,w,1
X-,gamma12,eta9,none,none,dash,noRotation,,sw,ne,anti,ccw,+,se,n,1
X-,gamma12,zeta15,none,none,dash,noRotation,,sw,ne,anti,ccw,-,se,w,1
X-,gamma14,zeta9,none,none,dash,noRotation,,nw,se,anti,ccw,+,sw,n,1
X-,gamma14,zeta7,none,none,dash,noRotation,,nw,se,anti,ccw,-,sw,w,1
X-,gamma16,zeta1,none,none,dash,noRotation,,ne,sw,anti,ccw,+,nw,n,1
X-,gamma16,eta7,none,none,dash,noRotation,,ne,sw,anti,ccw,-,nw,w,1
Y-,gamma2,zeta9,none,none,dash,noRotation,,nw,se,pro,cw,+,ne,n,1
Y-,gamma2,zeta7,none,none,dash,noRotation,,nw,se,pro,cw,-,ne,w,1
Y-,gamma4,zeta1,none,none,dash,noRotation,,ne,sw,pro,cw,+,se,n,1
Y-,gamma4,eta7,none,none,dash,noRotation,,ne,sw,pro,cw,-,se,w,1
Y-,gamma6,eta1,none,none,dash,noRotation,,se,nw,pro,cw,+,sw,n,1
Y-,gamma6,eta15,none,none,dash,noRotation,,se,nw,pro,cw,-,sw,w,1
Y-,gamma8,eta9,none,none,dash,noRotation,,sw,ne,pro,cw,+,nw,n,1
Y-,gamma8,zeta15,none,none,dash,noRotation,,sw,ne,pro,cw,-,nw,w,1
Y-,gamma10,eta1,none,none,dash,noRotation,,se,nw,pro,ccw,+,ne,n,1
Y-,gamma10,eta15,none,none,dash,noRotation,,se,nw,pro,ccw,-,ne,w,1
Y-,gamma12,eta9,none,none,dash,noRotation,,sw,ne,pro,ccw,+,se,n,1
Y-,gamma12,zeta15,none,none,dash,noRotation,,sw,ne,pro,ccw,-,se,w,1
Y-,gamma14,zeta9,none,none,dash,noRotation,,nw,se,pro,ccw,+,sw,n,1
Y-,gamma14,zeta7,none,none,dash,noRotation,,nw,se,pro,ccw,-,sw,w,1
Y-,gamma16,zeta1,none,none,dash,noRotation,,ne,sw,pro,ccw,+,nw,n,1
Y-,gamma16,eta7,none,none,dash,noRotation,,ne,sw,pro,ccw,-,nw,w,1
Z-,gamma2,zeta9,none,none,dash,noRotation,,nw,se,anti,ccw,+,ne,n,1
Z-,gamma2,zeta7,none,none,dash,noRotation,,nw,se,anti,ccw,-,ne,w,1
Z-,gamma4,zeta1,none,none,dash,noRotation,,ne,sw,anti,ccw,+,se,n,1
Z-,gamma4,eta7,none,none,dash,noRotation,,ne,sw,anti,ccw,-,se,w,1
Z-,gamma6,eta1,none,none,dash,noRotation,,se,nw,anti,ccw,+,sw,n,1
Z-,gamma6,eta15,none,none,dash,noRotation,,se,nw,anti,ccw,-,sw,w,1
Z-,gamma8,eta9,none,none,dash,noRotation,,sw,ne,anti,ccw,+,nw,n,1
Z-,gamma8,zeta15,none,none,dash,noRotation,,sw,ne,anti,ccw,-,nw,w,1
Z-,gamma10,eta1,none,none,dash,noRotation,,se,nw,anti,cw,+,ne,n,1
Z-,gamma10,eta15,none,none,dash,noRotation,,se,nw,anti,cw,-,ne,w,1
Z-,gamma12,eta9,none,none,dash,noRotation,,sw,ne,anti,cw,+,se,n,1
Z-,gamma12,zeta15,none,none,dash,noRotation,,sw,ne,anti,cw,-,se,w,1
Z-,gamma14,zeta9,none,none,dash,noRotation,,nw,se,anti,cw,+,sw,n,1
Z-,gamma14,zeta7,none,none,dash,noRotation,,nw,se,anti,cw,-,sw,w,1
Z-,gamma16,zeta1,none,none,dash,noRotation,,ne,sw,anti,cw,+,nw,n,1
Z-,gamma16,eta7,none,none,dash,noRotation,,ne,sw,anti,cw,-,nw,w,1
Σ-,beta2,zeta1,none,none,dash,noRotation,,ne,sw,pro,cw,+,ne,n,1
Σ-,beta2,eta7,none,none,dash,noRotation,,ne,sw,pro,cw,-,ne,w,1
Σ-,beta4,eta1,none,none,dash,noRotation,,se,nw,pro,cw,+,se,n,1
Σ-,beta4,eta15,none,none,dash,noRotation,,se,nw,pro,cw,-,se,w,1
Σ-,beta6,eta9,none,none,dash,noRotation,,sw,ne,pro,cw,+,sw,n,1
Σ-,beta6,zeta15,none,none,dash,noRotation,,sw,ne,pro,cw,-,sw,w,1
Σ-,beta8,zeta9,none,none,dash,noRotation,,nw,se,pro,cw,+,nw,n,1
Σ-,beta8,zeta7,none,none,dash,noRotation,,nw,se,pro,cw,-,nw,w,1
Σ-,beta2,zeta1,none,none,dash,noRotation,,ne,sw,pro,ccw,+,ne,n,1
Σ-,beta2,eta7,none,none,dash,noRotation,,ne,sw,pro,ccw,-,ne,w,1
Σ-,beta4,eta1,none,none,dash,noRotation,,se,nw,pro,ccw,+,se,n,1
Σ-,beta4,eta15,none,none,dash,noRotation,,se,nw,pro,ccw,-,se,w,1
Σ-,beta6,eta9,none,none,dash,noRotation,,sw,ne,pro,ccw,+,sw,n,1
Σ-,beta6,zeta15,none,none,dash,noRotation,,sw,ne,pro,ccw,-,sw,w,1
Σ-,beta8,zeta9,none,none,dash,noRotation,,nw,se,pro,ccw,+,nw,n,1
Σ-,beta8,zeta7,none,none,dash,noRotation,,nw,se,pro,ccw,-,nw,w,1
Δ-,beta2,zeta1,none,none,dash,noRotation,,ne,sw,anti,ccw,+,ne,n,1
Δ-,beta2,eta7,none,none,dash,noRotation,,ne,sw,anti,ccw,-,ne,w,1
Δ-,beta4,eta1,none,none,dash,noRotation,,se,nw,anti,ccw,+,se,n,1
Δ-,beta4,eta15,none,none,dash,noRotation,,se,nw,anti,ccw,-,se,w,1
Δ-,beta6,eta9,none,none,dash,noRotation,,sw,ne,anti,ccw,+,sw,n,1
Δ-,beta6,zeta15,none,none,dash,noRotation,,sw,ne,anti,ccw,-,sw,w,1
Δ-,beta8,zeta9,none,none,dash,noRotation,,nw,se,anti,ccw,+,nw,n,1
Δ-,beta8,zeta7,none,none,dash,noRotation,,nw,se,anti,ccw,-,nw,w,1
Δ-,beta2,zeta1,none,none,dash,noRotation,,ne,sw,anti,cw,+,ne,n,1
Δ-,beta2,eta7,none,none,dash,noRotation,,ne,sw,anti,cw,-,ne,w,1
Δ-,beta4,eta1,none,none,dash,noRotation,,se,nw,anti,cw,+,se,n,1
Δ-,beta4,eta15,none,none,dash,noRotation,,se,nw,anti,cw,-,se,w,1
Δ-,beta6,eta9,none,none,dash,noRotation,,sw,ne,anti,cw,+,sw,n,1
Δ-,beta6,zeta15,none,none,dash,noRotation,,sw,ne,anti,cw,-,sw,w,1
